,date,rank,song,artist,last-week,peak-rank,weeks-on-board,genre
23380,1963-01-26,81,What Will My Mary Say,Johnny Mathis,,81,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']"
23381,1963-01-26,82,Days Of Wine And Roses,Henry Mancini And His Orchestra,,82,1,[]
23383,1963-01-26,84,The End Of The World,Skeeter Davis,,84,1,"['brill building pop', 'nashville sound']"
23385,1963-01-26,86,Big Wide World,Teddy Randazzo,,86,1,[]
23388,1963-01-26,89,Leavin' On Your Mind,Patsy Cline,,89,1,"['adult standards', 'nashville sound', 'rockabilly']"
23390,1963-01-26,91,The Same Old Hurt,Burl Ives,,91,1,"['adult standards', 'american folk revival', 'lounge']"
23394,1963-01-26,95,As Long As She Needs Me,Sammy Davis Jr.,,95,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
23395,1963-01-26,96,Greenback Dollar,The Kingston Trio,,96,1,"['american folk revival', 'folk', 'folk rock']"
23397,1963-01-26,98,I'd Rather Be Here In Your Arms,The Duprees,,98,1,"['brill building pop', 'doo-wop', 'rhythm and blues']"
23399,1963-01-26,100,Meditation (Meditacao),Charlie Byrd,,100,1,"['adult standards', 'bebop', 'bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz', 'vocal jazz']"
23479,1963-02-02,80,Only You (And You Alone),Mr. Acker Bilk,,80,1,"['adult standards', 'easy listening', 'jazz clarinet', 'lounge']"
23481,1963-02-02,82,Let's Turkey Trot,Little Eva,,82,1,"['brill building pop', 'doo-wop', 'merseybeat', 'rhythm and blues', 'rock-and-roll']"
23482,1963-02-02,83,Tell Him I'm Not Home,Chuck Jackson,,83,1,"['beach music', 'brill building pop', 'classic soul', 'motown', 'northern soul', 'rhythm and blues', 'soul', 'southern soul']"
23484,1963-02-02,85,Alice In Wonderland,Neil Sedaka,,85,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']"
23487,1963-02-02,88,Our Winter Love,Bill Pursell,,88,1,[]
23492,1963-02-02,93,Ain't Gonna Kiss Ya,The Ribbons,,93,1,['nova mpb']
23494,1963-02-02,95,M.G. Blues,Jimmy McGriff,,95,1,"['hammond organ', 'jazz funk', 'jazz organ', 'soul jazz']"
23497,1963-02-02,98,"Baby, Baby, Baby",Sam Cooke,,98,1,"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']"
23498,1963-02-02,99,Love For Sale,Arthur Lyman Group,,99,1,[]
23499,1963-02-02,100,Theme From Lawrence Of Arabia,Ferrante & Teicher,,100,1,"['adult standards', 'british soundtrack', 'classic soundtrack', 'scorecore', 'soundtrack']"
23573,1963-02-09,74,Butterfly Baby,Bobby Rydell,,74,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'deep adult standards', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']"
23578,1963-02-09,79,Our Day Will Come,Ruby And The Romantics,,79,1,['rhythm and blues']
23579,1963-02-09,80,I'm The One Who Loves You,The Impressions,,80,1,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']"
23580,1963-02-09,81,In Dreams,Roy Orbison,,81,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly']"
23585,1963-02-09,86,Boss Guitar,Duane Eddy and the Rebelettes,,86,1,genre not found
23587,1963-02-09,88,Don't Let Me Cross Over,Carl Butler & Pearl,,88,1,['honky tonk']
23589,1963-02-09,90,Pin A Medal On Joey,James Darren,,90,1,['adult standards']
23590,1963-02-09,91,Remember Baby,Shep And The Limelites,,91,1,[]
23597,1963-02-09,98,The Dog,Rufus Thomas,,98,1,"['funk', 'memphis blues', 'memphis soul', 'rhythm and blues', 'soul', 'southern soul']"
23599,1963-02-09,100,Zing! Went The Strings Of My Heart,The Furys,,100,1,[]
23658,1963-02-16,59,One Broken Heart For Sale,Elvis Presley With The Mello Men,,59,1,genre not found
23664,1963-02-16,65,Let's Limbo Some More,Chubby Checker,,65,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']"
23675,1963-02-16,76,South Street,The Orlons,,76,1,"['brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues']"
23679,1963-02-16,80,Ridin' The Wind,The Tornadoes,,80,1,['surf music']
23680,1963-02-16,81,Why Do Lovers Break Each Other's Heart?,Bob B. Soxx And The Blue Jeans,,81,1,['brill building pop']
23686,1963-02-16,87,Boss,The Rumblers,,87,1,"['alternative metal', 'modern hard rock', 'nu metal', 'post-grunge', 'rock']"
23688,1963-02-16,89,Let's Stomp,Bobby Comstock,,89,1,[]
23696,1963-02-16,97,"Hi-Lili, Hi-Lo",Richard Chamberlain,,97,1,[]
23697,1963-02-16,98,The Jive Samba,Cannonball Adderley,,98,1,"['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz blues', 'jazz fusion', 'soul jazz', 'vocal jazz']"
23698,1963-02-16,99,Mr. Bass Man,Johnny Cymbal,,99,1,[]
23699,1963-02-16,100,"Baby, You're Driving Me Crazy",Joey Dee,,100,1,[]
23773,1963-02-23,74,They Remind Me Too Much Of You,Elvis Presley With The Mello Men,,74,1,genre not found
23776,1963-02-23,77,Twenty Miles,Chubby Checker,,77,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']"
23777,1963-02-23,78,Laughing Boy,Mary Wells,,78,1,"['brill building pop', 'classic soul', 'funk', 'motown', 'soul']"
23783,1963-02-23,84,I'm In Love Again,Rick Nelson,,84,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']"
23784,1963-02-23,85,Rainbow,Gene Chandler,,85,1,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'motown', 'northern soul', 'rhythm and blues', 'soul', 'southern soul']"
23785,1963-02-23,86,Don't Set Me Free,Ray Charles and his Orchestra,,86,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
23786,1963-02-23,87,He's So Fine,The Chiffons,,87,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'merseybeat', 'motown', 'rhythm and blues', 'rock-and-roll']"
23793,1963-02-23,94,Yakety Sax,Boots Randolph and his Combo,,94,1,genre not found
23794,1963-02-23,95,What Does A Girl Do?,Marcie Blane,,95,1,['brill building pop']
23797,1963-02-23,98,Faded Love,Jackie DeShannon,,98,1,"['brill building pop', 'bubblegum pop', 'merseybeat']"
23864,1963-03-02,65,Do The Bird,Dee Dee Sharp,,65,1,"['brill building pop', 'classic girl group', 'doo-wop', 'motown', 'philly soul', 'rhythm and blues']"
23865,1963-03-02,66,That's All,Rick Nelson,,66,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']"
23876,1963-03-02,77,Out Of My Mind,Johnny Tillotson,,77,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']"
23879,1963-03-02,80,Follow The Boys,Connie Francis,,80,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
23881,1963-03-02,82,Can't Get Used To Losing You,Andy Williams,,82,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
23882,1963-03-02,83,Sax Fifth Avenue,Johnny Beecher and his Buckingham Road Quintet,,83,1,genre not found
23887,1963-03-02,88,He's Got The Power,The Exciters,,88,1,"['brill building pop', 'classic girl group', 'motown', 'northern soul']"
23889,1963-03-02,90,Nothing Goes Up (Without Coming Down),Nat King Cole,,90,1,"['adult standards', 'vocal jazz']"
23891,1963-03-02,92,All Over The World,Nat King Cole,,92,1,"['adult standards', 'vocal jazz']"
23892,1963-03-02,93,Pipeline,Chantay's,,93,1,['surf music']
23895,1963-03-02,96,Don't Say Nothin' Bad (About My Baby),The Cookies,,96,1,[]
23897,1963-03-02,98,My Foolish Heart,The Demensions,,98,1,"['doo-wop', 'soda pop']"
23898,1963-03-02,99,If Mary's There,Brian Hyland,,99,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
23899,1963-03-02,100,I'm Just A Country Boy,George McCurn,,100,1,"['disco', 'motown']"
23976,1963-03-09,77,You Don't Love Me Anymore (And I Can Tell),Rick Nelson,,77,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']"
23977,1963-03-09,78,"Don't Be Afraid, Little Darlin'",Steve Lawrence,,78,1,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge']"
23980,1963-03-09,81,Baby Workout,Jackie Wilson,,81,1,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
23984,1963-03-09,85,Pepino's Friend Pasqual (The Italian Pussy-Cat),Lou Monte,,85,1,['novelty']
23986,1963-03-09,87,Over The Mountain (Across The Sea),Bobby Vinton,,87,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']"
23988,1963-03-09,89,Dearer Than Life,Brook Benton,,89,1,"['adult standards', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']"
23989,1963-03-09,90,"Back At The Chicken Shack, Part 1",Jimmy Smith,,90,1,"['bebop', 'cool jazz', 'funk', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz fusion', 'jazz organ', 'soul jazz']"
23993,1963-03-09,94,Don't Mention My Name,The Shepherd Sisters,,94,1,[]
23994,1963-03-09,95,The Brightest Smile In Town,Ray Charles and his Orchestra,,95,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
23997,1963-03-09,98,Pretty Boy Lonely,Patti Page,,98,1,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge']"
24057,1963-03-16,58,Young Lovers,Paul and Paula,,58,1,"['adoracao', 'brazilian gospel']"
24060,1963-03-16,61,Puff (The Magic Dragon),"Peter, Paul & Mary",,61,1,"['american folk revival', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
24073,1963-03-16,74,I Got What I Wanted,Brook Benton,,74,1,"['adult standards', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']"
24082,1963-03-16,83,Watermelon Man,Mongo Santamaria Band,,83,1,[]
24085,1963-03-16,86,I Got A Woman,Rick Nelson,,86,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']"
24087,1963-03-16,88,Sun Arise,Rolf Harris,,88,1,['novelty']
24088,1963-03-16,89,Young And In Love,Dick and DeeDee,,89,1,"['deep adult standards', 'vocal harmony group']"
24093,1963-03-16,94,How Can I Forget,Jimmy Holiday,,94,1,"['folk rock', 'mellow gold', 'soft rock']"
24096,1963-03-16,97,Cigarettes And Coffee Blues,Marty Robbins,,97,1,"['cowboy western', 'nashville sound']"
24098,1963-03-16,99,Don't Wanna Think About Paula,Dickey Lee,,99,1,[]
24173,1963-03-23,74,Surfin' U.S.A.,The Beach Boys,,74,1,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
24180,1963-03-23,81,Mecca,Gene Pitney,,81,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
24181,1963-03-23,82,On Broadway,The Drifters,,82,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'motown', 'rock-and-roll', 'rockabilly', 'soul']"
24182,1963-03-23,83,Locking Up My Heart,The Marvelettes,,83,1,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
24183,1963-03-23,84,Killer Joe,The Rocky Fellers,,84,1,[]
24185,1963-03-23,86,Foolish Little Girl,The Shirelles,,86,1,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
24189,1963-03-23,90,I Will Follow Him,Little Peggy March,,90,1,['brill building pop']
24190,1963-03-23,91,Gone With The Wind,The Duprees featuring Joey Vann,,91,1,genre not found
24193,1963-03-23,94,That's How Heartaches Are Made,Baby Washington,,94,1,"['adult standards', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']"
24195,1963-03-23,96,Tom Cat,The Rooftop Singers,,96,1,['american folk revival']
24196,1963-03-23,97,This Empty Place,Dionne Warwick,,97,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
24198,1963-03-23,99,Little Band Of Gold,James Gilreath,,99,1,[]
24199,1963-03-23,100,Two Wrongs Don't Make A Right,Mary Wells,,100,1,"['brill building pop', 'classic soul', 'funk', 'motown', 'soul']"
24274,1963-03-30,75,Charms,Bobby Vee,,75,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
24276,1963-03-30,77,A Love She Can Count On,The Miracles,,77,1,"['brill building pop', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']"
24277,1963-03-30,78,Amy,Paul Petersen,,78,1,['deep motown']
24280,1963-03-30,81,Insult To Injury,Timi Yuro,,81,1,"['adult standards', 'brill building pop']"
24283,1963-03-30,84,If You Wanna Be Happy,Jimmy Soul,,84,1,[]
24285,1963-03-30,86,What Are Boys Made Of,The Percells,,86,1,[]
24287,1963-03-30,88,Whatever You Want,Jerry Butler,,88,1,"['beach music', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul']"
24289,1963-03-30,90,Funny Man,Ray Stevens,,90,1,"['bubblegum pop', 'comic', 'country', 'country rock', 'novelty']"
24293,1963-03-30,94,The Bird's The Word,The Rivingtons,,94,1,['doo-wop']
24295,1963-03-30,96,Marching Thru Madrid,Herb Alpert's Tijuana Brass,,96,1,"['adult standards', 'easy listening', 'lounge']"
24296,1963-03-30,97,I'll Make It Alright,The Valentinos (The Lovers),,97,1,genre not found
24297,1963-03-30,98,Bony Moronie,The Appalachians,,98,1,"['bluegrass gospel', 'traditional bluegrass']"
24298,1963-03-30,99,Two Faces Have I,Lou Christie,,99,1,"['brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll']"
24299,1963-03-30,100,Preacherman,Charlie Russo,,100,1,['jam band']
24381,1963-04-06,82,Losing You,Brenda Lee,,82,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz']"
24382,1963-04-06,83,"Bill Bailey, Won't You Please Come Home",Ella Fitzgerald,,83,1,"['adult standards', 'jazz blues', 'swing', 'vocal jazz']"
24386,1963-04-06,87,I Love You Because,Al Martino,,87,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
24387,1963-04-06,88,Reverend Mr. Black,The Kingston Trio,,88,1,"['american folk revival', 'folk', 'folk rock']"
24389,1963-04-06,90,Heart,Kenny Chandler,,90,1,[]
24390,1963-04-06,91,Don't Let Her Be Your Baby,The Contours,,91,1,"['motown', 'northern soul']"
24394,1963-04-06,95,Call Me Irresponsible,Frank Sinatra,,95,1,"['adult standards', 'easy listening', 'lounge']"
24396,1963-04-06,97,Come And Get These Memories,Martha & The Vandellas,,97,1,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'soul']"
24397,1963-04-06,98,Ask Me,Maxine Brown,,98,1,"['brill building pop', 'classic soul', 'motown', 'rhythm and blues', 'southern soul']"
24399,1963-04-06,100,(Today I Met) The Boy I'm Gonna Marry,Darlene Love,,100,1,"['adult standards', 'brill building pop', 'motown']"
24469,1963-04-13,70,Take These Chains From My Heart,Ray Charles,,70,1,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
24477,1963-04-13,78,Two Kind Of Teardrops,Del Shannon,,78,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
24479,1963-04-13,80,Hot Pastrami,The Dartells,,80,1,"['bluegrass', 'folk', 'mandolin', 'old-time', 'progressive bluegrass']"
24488,1963-04-13,89,Remember Diana,Paul Anka,,89,1,"['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll']"
24489,1963-04-13,90,Memory Lane,The Hippies (Formerly The Tams),,90,1,genre not found
24490,1963-04-13,91,Hot Cakes! 1st Serving,"Dave ""Baby"" Cortez",,91,1,"['hammond organ', 'jazz organ', 'rhythm and blues']"
24494,1963-04-13,95,"Shame, Shame, Shame",Jimmy Reed,,95,1,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'harmonica blues', 'rock-and-roll', 'traditional blues']"
24497,1963-04-13,98,He's So Heavenly,Brenda Lee,,98,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz']"
24498,1963-04-13,99,Still,Bill Anderson,,99,1,['nashville sound']
24499,1963-04-13,100,Not For All The Money In The World,The Shirelles,,100,1,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
24565,1963-04-20,66,Another Saturday Night,Sam Cooke,,66,1,"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']"
24568,1963-04-20,69,This Little Girl,Dion,,69,1,"['k-pop', 'k-pop boy group']"
24570,1963-04-20,71,Pushover,Etta James,,71,1,"['adult standards', 'jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']"
24585,1963-04-20,86,Ain't That A Shame!,The 4 Seasons,,86,1,"['baroque', 'classical', 'early music', 'italian baroque']"
24588,1963-04-20,89,Prisoner Of Love,James Brown And The Famous Flames,,89,1,"['motown', 'soul']"
24589,1963-04-20,90,Ann-Marie,The Belmonts,,90,1,"['doo-wop', 'rhythm and blues']"
24594,1963-04-20,95,The Love Of My Man,Theola Kilgore,,95,1,[]
24596,1963-04-20,97,Diane,Joe Harnell And His Orchestra,,97,1,genre not found
24598,1963-04-20,99,Sweet Dreams (Of You),Patsy Cline,,99,1,"['adult standards', 'nashville sound', 'rockabilly']"
24599,1963-04-20,100,If You Can't Rock Me,Ricky Nelson,,100,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']"
24666,1963-04-27,67,You Can't Sit Down,The Dovells,,67,1,"['brill building pop', 'doo-wop', 'rhythm and blues']"
24673,1963-04-27,74,Shut Down,The Beach Boys,,74,1,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
24674,1963-04-27,75,You Never Miss Your Water (Till The Well Runs Dry),Little Esther Phillips & Big Al Downing,,75,1,['traditional rockabilly']
24679,1963-04-27,80,Da Doo Ron Ron (When He Walked Me Home),The Crystals,,80,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'motown', 'rock-and-roll']"
24680,1963-04-27,81,Sting Ray,The Routers,,81,1,[]
24682,1963-04-27,83,Do It - Rat Now,Bill Black's Combo,,83,1,[]
24683,1963-04-27,84,Heart! (I Hear You Beating),Wayne Newton And The Newton Brothers,,84,1,['soundtrack']
24684,1963-04-27,85,"Ronnie, Call Me When You Get A Chance",Shelley Fabares,,85,1,['brill building pop']
24685,1963-04-27,86,What A Guy,The Raindrops,,86,1,"[""children's folk"", ""children's music"", 'kindie rock', ""preschool children's music""]"
24686,1963-04-27,87,Hot Pastrami With Mashed Potatoes - Part I,Joey Dee & the Starliters,,87,1,[]
24688,1963-04-27,89,Let's Go Steady Again,Neil Sedaka,,89,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']"
24689,1963-04-27,90,El Watusi,Ray Barretto,,90,1,"['boogaloo', 'latin jazz', 'salsa', 'salsa international', 'tropical']"
24691,1963-04-27,92,The Bounce,The Olympics,,92,1,['british comedy']
24692,1963-04-27,93,"Mother, Please!",Jo Ann Campbell,,93,1,"['canadian celtic', 'cape breton folk', 'celtic', 'jig and reel']"
24693,1963-04-27,94,Gravy Waltz,Steve Allen,,94,1,['uplifting trance']
24697,1963-04-27,98,He's A Bad Boy,Carole King,,98,1,"['adult standards', 'brill building pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
24699,1963-04-27,100,Shy Girl,The Cascades,,100,1,"['chamber pop', 'indie folk', 'indie pop', 'indie rock', 'seattle indie', 'stomp and holler']"
24779,1963-05-04,80,Hello Stranger,Barbara Lewis,,80,1,"['brill building pop', 'classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
24784,1963-05-04,85,Patty Baby,Freddy Cannon,,85,1,"['brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
24786,1963-05-04,87,The Folk Singer,Tommy Roe,,87,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
24794,1963-05-04,95,Got You On My Mind,Cookie And His Cupcakes,,95,1,genre not found
24795,1963-05-04,96,Old Enough To Love,Ricky Nelson,,96,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']"
24859,1963-05-11,60,It's My Party,Lesley Gore,,60,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'folk rock', 'rock-and-roll']"
24869,1963-05-11,70,Those Lazy-Hazy-Crazy Days Of Summer,Nat King Cole,,70,1,"['adult standards', 'vocal jazz']"
24873,1963-05-11,74,Wildwood Days,Bobby Rydell,,74,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'deep adult standards', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']"
24874,1963-05-11,75,The Good Life,Tony Bennett,,75,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
24877,1963-05-11,78,I'm Saving My Love,Skeeter Davis,,78,1,"['brill building pop', 'nashville sound']"
24878,1963-05-11,79,Sukiyaki,Kyu Sakamoto,,79,1,['enka']
24882,1963-05-11,83,Don't Make My Baby Blue,Frankie Laine,,83,1,"['adult standards', 'brill building pop', 'cowboy western', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll']"
24889,1963-05-11,90,Little Latin Lupe Lu,The Righteous Brothers,,90,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll']"
24891,1963-05-11,92,Soon (I'll Be Home Again),The 4 Seasons Featuring Frankie Valli,,92,1,genre not found
24892,1963-05-11,93,18 Yellow Roses,Bobby Darin,,93,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']"
24895,1963-05-11,96,One Boy Too Late,Mike Clifford,,96,1,[]
24897,1963-05-11,98,The Last Leaf,The Cascades,,98,1,"['chamber pop', 'indie folk', 'indie pop', 'indie rock', 'seattle indie', 'stomp and holler']"
24898,1963-05-11,99,A Stranger In Your Town,The Shacklefords,,99,1,['deep free jazz']
24899,1963-05-11,100,Hobo Flats - Part I,Jimmy Smith,,100,1,"['bebop', 'cool jazz', 'funk', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz fusion', 'jazz organ', 'soul jazz']"
24971,1963-05-18,72,My Summer Love,Ruby And The Romantics,,72,1,['rhythm and blues']
24980,1963-05-18,81,Birdland,Chubby Checker,,81,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']"
24984,1963-05-18,85,Blue On Blue,Bobby Vinton,,85,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']"
24988,1963-05-18,89,There Goes (My Heart Again),Fats Domino,,89,1,"['adult standards', 'brill building pop', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rock-and-roll', 'rockabilly', 'soul']"
24989,1963-05-18,90,Shake A Tail Feather,The Five Du-Tones,,90,1,['chicago soul']
24994,1963-05-18,95,If My Pillow Could Talk,Connie Francis,,95,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
24995,1963-05-18,96,"Lonely Boy, Lonely Guitar",Duane Eddy,,96,1,"['adult standards', 'brill building pop', 'lounge', 'rock-and-roll', 'rockabilly', 'surf music']"
24996,1963-05-18,97,Needles And Pins,Jackie DeShannon,,97,1,"['brill building pop', 'bubblegum pop', 'merseybeat']"
24998,1963-05-18,99,Pride And Joy,Marvin Gaye,,99,1,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']"
25073,1963-05-25,74,Every Step Of The Way,Johnny Mathis,,74,1,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']"
25075,1963-05-25,76,Poor Little Rich Girl,Steve Lawrence,,76,1,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge']"
25076,1963-05-25,77,Your Old Stand By,Mary Wells,,77,1,"['brill building pop', 'classic soul', 'funk', 'motown', 'soul']"
25087,1963-05-25,88,"Sad, Sad Girl And Boy",The Impressions,,88,1,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']"
25089,1963-05-25,90,Swinging On A Star,Big Dee Irwin (with Little Eva),,90,1,genre not found
25090,1963-05-25,91,These Arms Of Mine,Otis Redding,,91,1,"['adult standards', 'classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']"
25095,1963-05-25,96,I Know I Know,"""Pookie"" Hudson",,96,1,['deep northern soul']
25097,1963-05-25,98,Danger,Vic Dana,,98,1,['deep adult standards']
25098,1963-05-25,99,The Last Minute (Pt. I),Jimmy McGriff,,99,1,"['hammond organ', 'jazz funk', 'jazz organ', 'soul jazz']"
25099,1963-05-25,100,Soulville,Dinah Washington,,100,1,"['adult standards', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']"
25165,1963-06-01,66,One Fine Day,The Chiffons,,66,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'merseybeat', 'motown', 'rhythm and blues', 'rock-and-roll']"
25167,1963-06-01,68,On Top Of Spaghetti,Tom Glazer And The Do-Re-Mi Children's Chorus,,68,1,['karaoke']
25168,1963-06-01,69,Old Smokey Locomotion,Little Eva,,69,1,"['brill building pop', 'doo-wop', 'merseybeat', 'rhythm and blues', 'rock-and-roll']"
25180,1963-06-01,81,Give Us Your Blessing,Ray Peterson,,81,1,"['adult standards', 'brill building pop', 'merseybeat', 'rock-and-roll']"
25181,1963-06-01,82,I Wish I Were A Princess,Little Peggy March,,82,1,['brill building pop']
25182,1963-06-01,83,"Don't Try To Fight It, Baby",Eydie Gorme,,83,1,"['adult standards', 'bolero']"
25183,1963-06-01,84,Goodnight My Love,The Fleetwoods,,84,1,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'vocal harmony group']"
