,date,rank,song,artist,last-week,peak-rank,weeks-on-board,genre
312063,2018-05-26,77,Me Niego,Reik Featuring Ozuna & Wisin,,77,1,genre not found
312077,2018-05-26,91,Lust,Lil Skies,,91,1,"['melodic rap', 'pop rap', 'rap', 'trap']"
312078,2018-05-26,92,All Girls Are The Same,Juice WRLD,,92,1,"['chicago rap', 'melodic rap']"
312154,2018-06-02,68,Change Lanes,Kevin Gates,,68,1,"['baton rouge rap', 'rap', 'southern hip hop', 'trap']"
312159,2018-06-02,73,Like That,Kris Wu,,73,1,"['chinese hip hop', 'chinese idol pop']"
312168,2018-06-02,82,Let It Sing,Kevin Gates,,82,1,"['baton rouge rap', 'rap', 'southern hip hop', 'trap']"
312169,2018-06-02,83,Sangria Wine,Pharrell Williams x Camila Cabello,,83,1,['pop rap']
312170,2018-06-02,84,Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",,84,1,genre not found
312172,2018-06-02,86,Champion,NAV Featuring Travis Scott,,86,1,genre not found
312184,2018-06-02,98,Downtown's Dead,Sam Hunt,,98,1,"['contemporary country', 'country pop']"
312205,2018-06-09,19,I'm Upset,Drake,,19,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312231,2018-06-09,45,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,,45,1,genre not found
312232,2018-06-09,46,TATI,6ix9ine Featuring DJ SPINKING,,46,1,genre not found
312251,2018-06-09,65,Infrared,Pusha T,,65,1,"['chicago rap', 'rap']"
312252,2018-06-09,66,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",,66,1,genre not found
312259,2018-06-09,73,If You Know You Know,Pusha T,,73,1,"['chicago rap', 'rap']"
312261,2018-06-09,75,What Would Meek Do?,Pusha T Featuring Kanye West,,75,1,['karaoke']
312266,2018-06-09,80,Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B,,80,1,genre not found
312268,2018-06-09,82,Taste,Tyga Featuring Offset,,82,1,genre not found
312275,2018-06-09,89,Lovely,Billie Eilish & Khalid,,89,1,"['electropop', 'pop']"
312279,2018-06-09,93,I Was Jack (You Were Diane),Jake Owen,,93,1,"['contemporary country', 'country', 'country road', 'modern country rock']"
312280,2018-06-09,94,Girls Like You,Maroon 5 Featuring Cardi B,,94,1,genre not found
312286,2018-06-09,100,The Games We Play,Pusha T,,100,1,"['chicago rap', 'rap']"
312294,2018-06-16,8,Yikes,Kanye West,,8,1,"['chicago rap', 'rap']"
312297,2018-06-16,11,All Mine,Kanye West,,11,1,"['chicago rap', 'rap']"
312310,2018-06-16,24,Wouldn't Leave,Kanye West Featuring PARTYNEXTDOOR,,24,1,genre not found
312313,2018-06-16,27,Violent Crimes,Kanye West,,27,1,"['chicago rap', 'rap']"
312314,2018-06-16,28,I Thought About Killing You,Kanye West,,28,1,"['chicago rap', 'rap']"
312367,2018-06-16,81,Must've Never Met You,Luke Combs,,81,1,['contemporary country']
312371,2018-06-16,85,Humility,Gorillaz Featuring George Benson,,85,1,genre not found
312382,2018-06-16,96,Youngblood,5 Seconds Of Summer,,96,1,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
312385,2018-06-16,99,Sin Pijama,Becky G + Natti Natasha,,99,1,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']"
312425,2018-06-23,39,Reborn,KIDS SEE GHOSTS,,39,1,"['hip hop', 'rap', 'underground hip hop']"
312428,2018-06-23,42,4th Dimension,KIDS SEE GHOSTS Featuring Louis Prima,,42,1,genre not found
312433,2018-06-23,47,Feel The Love,KIDS SEE GHOSTS,,47,1,"['hip hop', 'rap', 'underground hip hop']"
312448,2018-06-23,62,"Freeee (Ghost Town, Pt. 2)",KIDS SEE GHOSTS,,62,1,"['hip hop', 'rap', 'underground hip hop']"
312455,2018-06-23,69,Cudi Montage,KIDS SEE GHOSTS,,69,1,"['hip hop', 'rap', 'underground hip hop']"
312459,2018-06-23,73,KIDS SEE GHOSTS,KIDS SEE GHOSTS,,73,1,"['hip hop', 'rap', 'underground hip hop']"
312470,2018-06-23,84,Lose It,Kane Brown,,84,1,"['contemporary country', 'country road']"
312474,2018-06-23,88,Rich Sex,Nicki Minaj Featuring Lil Wayne,,88,1,[]
312476,2018-06-23,90,I Know You,Lil Skies Featuring Yung Pinch,,90,1,genre not found
312499,2018-06-30,13,Apes**t,The Carters,,13,1,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
312539,2018-06-30,53,Bigger > You,"2 Chainz, Drake & Quavo",,53,1,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
312541,2018-06-30,55,DDU-DU DDU-DU,BLACKPINK,,55,1,"['k-pop', 'k-pop girl group']"
312560,2018-06-30,74,Born To Be Yours,Kygo & Imagine Dragons,,74,1,[]
312564,2018-06-30,78,Ocean,Martin Garrix Featuring Khalid,,78,1,genre not found
312571,2018-06-30,85,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,,85,1,genre not found
312581,2018-06-30,95,Nice,The Carters,,95,1,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
312582,2018-06-30,96,Cop Shot The Kid,Nas Featuring Kanye West,,96,1,genre not found
312678,2018-07-07,92,Life Changes,Thomas Rhett,,92,1,"['contemporary country', 'country', 'country road', 'modern country rock']"
312681,2018-07-07,95,The Light Is Coming,Ariana Grande Featuring Nicki Minaj,,95,1,[]
312688,2018-07-14,2,Nonstop,Drake,,2,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312692,2018-07-14,6,In My Feelings,Drake,,6,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312694,2018-07-14,8,Emotionless,Drake,,8,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312695,2018-07-14,9,Don't Matter To Me,Drake Featuring Michael Jackson,,9,1,genre not found
312699,2018-07-14,13,Mob Ties,Drake,,13,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312700,2018-07-14,14,Elevate,Drake,,14,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312704,2018-07-14,18,Can't Take A Joke,Drake,,18,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312706,2018-07-14,20,Talk Up,Drake Featuring JAY-Z,,20,1,[]
312707,2018-07-14,21,8 Out Of 10,Drake,,21,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312713,2018-07-14,27,Sandra's Rose,Drake,,27,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312714,2018-07-14,28,Summer Games,Drake,,28,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312716,2018-07-14,30,Blue Tint,Drake,,30,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312722,2018-07-14,36,Is There More,Drake,,36,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312723,2018-07-14,37,That's How You Feel,Drake,,37,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312724,2018-07-14,38,Peak,Drake,,38,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312727,2018-07-14,41,After Dark,Drake Featuring Static Major & Ty Dolla $ign,,41,1,genre not found
312737,2018-07-14,51,Ratchet Happy Birthday,Drake,,51,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312742,2018-07-14,56,Final Fantasy,Drake,,56,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312743,2018-07-14,57,March 14,Drake,,57,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
312762,2018-07-14,76,Kiss Somebody,Morgan Evans,,76,1,"['australian country', 'australian pop', 'contemporary country']"
312772,2018-07-14,86,"Sunrise, Sunburn, Sunset",Luke Bryan,,86,1,"['contemporary country', 'country', 'country road']"
312779,2018-07-14,93,Hotel Key,Old Dominion,,93,1,"['contemporary country', 'country', 'country road']"
312785,2018-07-14,99,Growing Pains,Alessia Cara,,99,1,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
312839,2018-07-21,53,Wifi Lit,Future,,53,1,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
312846,2018-07-21,60,Jumpsuit,twenty one pilots,,60,1,"['modern rock', 'rock']"
312851,2018-07-21,65,31 Days,Future,,65,1,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
312857,2018-07-21,71,Cuddle My Wrist,Future,,71,1,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
312859,2018-07-21,73,Millidelphia,Meek Mill Featuring Swizz Beatz,,73,1,genre not found
312862,2018-07-21,76,Racks Blue,Future,,76,1,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
312869,2018-07-21,83,Drug Addicts,Lil Pump,,83,1,"['chicago rap', 'rap']"
312874,2018-07-21,88,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,,88,1,genre not found
312882,2018-07-21,96,Kream,Iggy Azalea Feauring Tyga,,96,1,genre not found
312897,2018-07-28,11,God Is A Woman,Ariana Grande,,11,1,"['dance pop', 'pop', 'post-teen pop']"
312930,2018-07-28,44,Summertime Magic,Childish Gambino,,44,1,"['atl hip hop', 'hip hop', 'pop rap', 'rap']"
312939,2018-07-28,53,You Say,Lauren Daigle,,53,1,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
312942,2018-07-28,56,Eastside,"benny blanco, Halsey & Khalid",,56,1,"['electropop', 'pop', 'pop rap']"
312957,2018-07-28,71,Desperate Man,Eric Church,,71,1,"['contemporary country', 'country', 'country road']"
312958,2018-07-28,72,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,,72,1,genre not found
312959,2018-07-28,73,Fr Fr,Wiz Khalifa Featuring Lil Skies,,73,1,genre not found
312965,2018-07-28,79,Nico And The Niners,twenty one pilots,,79,1,"['modern rock', 'rock']"
312971,2018-07-28,85,Hooked,Dylan Scott,,85,1,"['contemporary country', 'country', 'country road', 'modern country rock']"
312976,2018-07-28,90,1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,,90,1,genre not found
312978,2018-07-28,92,I'm A Mess,Bebe Rexha,,92,1,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
312980,2018-07-28,94,Remind Me To Forget,Kygo Featuring Miguel,,94,1,genre not found
312990,2018-08-04,4,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,,4,1,genre not found
313023,2018-08-04,37,Natural,Imagine Dragons,,37,1,"['modern rock', 'rock']"
313046,2018-08-04,60,I Might Need Security,Chance The Rapper,,60,1,"['canadian pop', 'pop', 'post-teen pop']"
313063,2018-08-04,77,Level Up,Ciara,,77,1,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
313067,2018-08-04,81,Best Part,Daniel Caesar Featuring H.E.R.,,81,1,genre not found
313076,2018-08-04,90,Nevermind,Dennis Lloyd,,90,1,['israeli pop']
313079,2018-08-04,93,You Should See Me In A Crown,Billie Eilish,,93,1,"['electropop', 'pop']"
313083,2018-08-04,97,Lie,NF,,97,1,"['hip hop', 'pop rap', 'rap']"
313091,2018-08-11,5,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",,5,1,genre not found
313173,2018-08-11,87,Side Effects,The Chainsmokers Featuring Emily Warren,,87,1,genre not found
313178,2018-08-11,92,That's On Me,Yella Beezy,,92,1,"['dfw rap', 'hip hop', 'rap', 'southern hip hop', 'trap']"
313185,2018-08-11,99,Handgun,YG Featuring A$AP Rocky,,99,1,genre not found
313186,2018-08-11,100,Drunk Me,Mitchell Tenpenny,,100,1,"['contemporary country', 'heartland rock']"
313190,2018-08-18,4,Sicko Mode,Travis Scott,,4,1,"['rap', 'slap house']"
313194,2018-08-18,8,Stargazing,Travis Scott,,8,1,"['rap', 'slap house']"
313210,2018-08-18,24,Carousel,Travis Scott,,24,1,"['rap', 'slap house']"
313211,2018-08-18,25,Yosemite,Travis Scott,,25,1,"['rap', 'slap house']"
313212,2018-08-18,26,R.I.P Screw,Travis Scott,,26,1,"['rap', 'slap house']"
313213,2018-08-18,27,Stop Trying To Be God,Travis Scott,,27,1,"['rap', 'slap house']"
313217,2018-08-18,31,No Bystanders,Travis Scott,,31,1,"['rap', 'slap house']"
313222,2018-08-18,36,5% Tint,Travis Scott,,36,1,"['rap', 'slap house']"
313224,2018-08-18,38,Can't Say,Travis Scott,,38,1,"['rap', 'slap house']"
313227,2018-08-18,41,NC-17,Travis Scott,,41,1,"['rap', 'slap house']"
313229,2018-08-18,43,Who? What!,Travis Scott,,43,1,"['rap', 'slap house']"
313234,2018-08-18,48,Astrothunder,Travis Scott,,48,1,"['rap', 'slap house']"
313239,2018-08-18,53,Houstonfornication,Travis Scott,,53,1,"['rap', 'slap house']"
313254,2018-08-18,68,Coffee Bean,Travis Scott,,68,1,"['rap', 'slap house']"
313265,2018-08-18,79,Trip,Ella Mai,,79,1,"['dance pop', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']"
313273,2018-08-18,87,Lean Wit Me,Juice WRLD,,87,1,"['chicago rap', 'melodic rap']"
313304,2018-08-25,18,Barbie Dreams,Nicki Minaj,,18,1,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']"
313332,2018-08-25,46,Taking A Walk,Trippie Redd,,46,1,"['emo rap', 'miami hip hop']"
313344,2018-08-25,58,Majesty,Nicki Minaj Featuring Eminem & Labrinth,,58,1,genre not found
313346,2018-08-25,60,Ganja Burns,Nicki Minaj,,60,1,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']"
313358,2018-08-25,72,W O R K I N  M E,Quavo,,72,1,"['dfw rap', 'melodic rap', 'rap']"
313373,2018-08-25,87,Album Of The Year (Freestyle),J. Cole,,87,1,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
313376,2018-08-25,90,Have It All,Jason Mraz,,90,1,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
313377,2018-08-25,91,Drew Barrymore,Bryce Vine,,91,1,"['pop', 'pop rap']"
313381,2018-08-25,95,She Got The Best Of Me ,Luke Combs,,95,1,['contemporary country']
313384,2018-08-25,98,Thought I Knew You,Nicki Minaj Featuring The Weeknd,,98,1,genre not found
313408,2018-09-01,22,Breathin,Ariana Grande,,22,1,"['dance pop', 'pop', 'post-teen pop']"
313441,2018-09-01,55,Sweetener,Ariana Grande,,55,1,"['dance pop', 'pop', 'post-teen pop']"
313458,2018-09-01,72,R.E.M,Ariana Grande,,72,1,"['dance pop', 'pop', 'post-teen pop']"
313463,2018-09-01,77,Blue Tacoma,Russell Dickerson,,77,1,"['contemporary country', 'country', 'country road', 'modern country rock']"
313464,2018-09-01,78,Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby,,78,1,genre not found
313473,2018-09-01,87,Goodnight N Go,Ariana Grande,,87,1,"['dance pop', 'pop', 'post-teen pop']"
313474,2018-09-01,88,Made For Now,Janet & Daddy Yankee,,88,1,"['reggaeton flow', 'trap latino']"
313485,2018-09-01,99,Pete Davidson,Ariana Grande,,99,1,"['dance pop', 'pop', 'post-teen pop']"
313497,2018-09-08,11,IDOL,BTS Featuring Nicki Minaj,,11,1,genre not found
313555,2018-09-08,69,I Am Who They Say I Am,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,,69,1,genre not found
313558,2018-09-08,72,Unica,Ozuna,,72,1,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']"
313568,2018-09-08,82,Mo Bamba,Sheck Wes,,82,1,"['rap', 'trap', 'underground hip hop', 'vapor trap']"
313569,2018-09-08,83,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,,83,1,genre not found
313572,2018-09-08,86,Drunk Girl,Chris Janson,,86,1,"['contemporary country', 'country', 'country road', 'modern country rock']"
313576,2018-09-08,90,Happy Now,Zedd & Elley Duhe,,90,1,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']"
313592,2018-09-15,6,Lucky You,Eminem Featuring Joyner Lucas,,6,1,genre not found
313594,2018-09-15,8,The Ringer,Eminem,,8,1,"['detroit hip hop', 'hip hop', 'rap']"
313602,2018-09-15,16,Kamikaze,Eminem,,16,1,"['detroit hip hop', 'hip hop', 'rap']"
313609,2018-09-15,23,Greatest,Eminem,,23,1,"['detroit hip hop', 'hip hop', 'rap']"
313610,2018-09-15,24,Not Alike,Eminem Featuring Royce Da 5'9,,24,1,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop']"
313616,2018-09-15,30,BEBE,6ix9ine Featuring Anuel AA,,30,1,genre not found
313625,2018-09-15,39,Normal,Eminem,,39,1,"['detroit hip hop', 'hip hop', 'rap']"
313635,2018-09-15,49,Venom,Eminem,,49,1,"['detroit hip hop', 'hip hop', 'rap']"
313640,2018-09-15,54,Feels Like Summer,Childish Gambino,,54,1,"['atl hip hop', 'hip hop', 'pop rap', 'rap']"
313651,2018-09-15,65,Nice Guy,Eminem & Jessie Reyez,,65,1,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop']"
313653,2018-09-15,67,Good Guy,Eminem Featuring Jessie Reyez,,67,1,genre not found
313680,2018-09-15,94,Thunderclouds,"Labrinth, Sia & Diplo Present... LSD",,94,1,"['australian dance', 'australian pop', 'dance pop', 'pop']"
313683,2018-09-15,97,Hangin' On,Chris Young,,97,1,"['contemporary country', 'country', 'country road', 'modern country rock']"
313699,2018-09-22,13,Rap Devil,Machine Gun Kelly,,13,1,"['ohio hip hop', 'pop rap']"
313719,2018-09-22,33,Self Care,Mac Miller,,33,1,"['hip hop', 'pittsburgh rap', 'rap']"
313756,2018-09-22,70,Hurt Feelings,Mac Miller,,70,1,"['hip hop', 'pittsburgh rap', 'rap']"
313777,2018-09-22,91,Come Back To Earth,Mac Miller,,91,1,"['hip hop', 'pittsburgh rap', 'rap']"
313780,2018-09-22,94,Vaina Loca,Ozuna x Manuel Turizo,,94,1,genre not found
313782,2018-09-22,96,Electricity,Silk City x Dua Lipa,,96,1,genre not found
313789,2018-09-29,3,Killshot,Eminem,,3,1,"['detroit hip hop', 'hip hop', 'rap']"
313814,2018-09-29,28,Drip Too Hard,Lil Baby & Gunna,,28,1,"['atl hip hop', 'atl trap', 'rap', 'trap']"
313816,2018-09-29,30,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,,30,1,genre not found
313824,2018-09-29,38,New Patek,Lil Uzi Vert,,38,1,"['melodic rap', 'philly rap', 'rap', 'trap']"
313831,2018-09-29,45,Better,Khalid,,45,1,"['canadian pop', 'pop', 'post-teen pop']"
313862,2018-09-29,76,Pretty Little Fears,6LACK Featuring J. Cole,,76,1,genre not found
313883,2018-09-29,97,Best Shot,Jimmie Allen,,97,1,"['contemporary country', 'country pop']"
313886,2018-09-29,100,Noticed,Lil Mosey,,100,1,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
313933,2018-10-06,47,No Stylist,French Montana Featuring Drake,,47,1,genre not found
313950,2018-10-06,64,Head Above Water,Avril Lavigne,,64,1,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
313960,2018-10-06,74,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,,74,1,genre not found
313978,2018-10-06,92,Backin' It Up,Pardison Fontaine Featuring Cardi B,,92,1,genre not found
313982,2018-10-06,96,Rich,Maren Morris,,96,1,['pop']
313993,2018-10-13,7,Uproar,Lil Wayne,,7,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
313996,2018-10-13,10,Let It Fly,Lil Wayne Featuring Travis Scott,,10,1,genre not found
314000,2018-10-13,14,Dedicate,Lil Wayne,,14,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
314003,2018-10-13,17,Can't Be Broken,Lil Wayne,,17,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
314012,2018-10-13,26,Dark Side Of The Moon,Lil Wayne Featuring Nicki Minaj,,26,1,[]
314013,2018-10-13,27,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",,27,1,genre not found
314014,2018-10-13,28,Shallow,Lady Gaga & Bradley Cooper,,28,1,"['8-bit', 'scorecore']"
314025,2018-10-13,39,Dope N****z,Lil Wayne Featuring Snoop Dogg,,39,1,genre not found
314033,2018-10-13,47,Open Letter,Lil Wayne,,47,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
314042,2018-10-13,56,"If I'm Lyin, I'm Flyin",Kodak Black,,56,1,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']"
314045,2018-10-13,59,Hittas,Lil Wayne,,59,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
314048,2018-10-13,62,Open Safe,Lil Wayne,,62,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
314051,2018-10-13,65,Took His Time,Lil Wayne,,65,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
314060,2018-10-13,74,Mess,Lil Wayne,,74,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
314061,2018-10-13,75,Let It All Work Out,Lil Wayne,,75,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
314062,2018-10-13,76,Start This S**t Off Right,Lil Wayne Featuring Ashanti & Mack Maine,,76,1,genre not found
314064,2018-10-13,78,Used 2,Lil Wayne,,78,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
314067,2018-10-13,81,Demon,Lil Wayne,,81,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
314072,2018-10-13,86,Perfect Strangers,Lil Wayne,,86,1,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
314076,2018-10-13,90,Dope New Gospel,Lil Wayne Featuring Nivea,,90,1,genre not found
314101,2018-10-20,15,Never Recover,Lil Baby & Gunna Featuring Drake,,15,1,genre not found
314111,2018-10-20,25,STOOPID,6ix9ine Featuring Bobby Shmurda,,25,1,genre not found
314114,2018-10-20,28,Close Friends,Lil Baby,,28,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
314122,2018-10-20,36,I'll Never Love Again,Lady Gaga,,36,1,"['dance pop', 'pop']"
314127,2018-10-20,41,Always Remember Us This Way,Lady Gaga,,41,1,"['dance pop', 'pop']"
314140,2018-10-20,54,Off White VLONE,Lil Baby & Gunna Featuring Lil Durk & NAV,,54,1,genre not found
314147,2018-10-20,61,Business Is Business,Lil Baby & Gunna,,61,1,"['atl hip hop', 'atl trap', 'rap', 'trap']"
314149,2018-10-20,63,Is That Alright?,Lady Gaga,,63,1,"['dance pop', 'pop']"
314166,2018-10-20,80,Belly,Lil Baby & Gunna,,80,1,"['atl hip hop', 'atl trap', 'rap', 'trap']"
314167,2018-10-20,81,My Blood,twenty one pilots,,81,1,"['modern rock', 'rock']"
314179,2018-10-20,93,Maybe It's Time,Bradley Cooper,,93,1,"['dance pop', 'pop']"
314183,2018-10-20,97,Deep End,Lil Baby,,97,1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
314188,2018-10-27,2,ZEZE,Kodak Black Featuring Travis Scott & Offset,,2,1,genre not found
314191,2018-10-27,5,MIA,Bad Bunny Featuring Drake,,5,1,genre not found
314234,2018-10-27,48,Flip The Switch,Quavo Featuring Drake,,48,1,genre not found
314247,2018-10-27,61,Pass Out,Quavo Featuring 21 Savage,,61,1,genre not found
314272,2018-10-27,86,Biggest Alley Oop,Quavo,,86,1,"['dfw rap', 'melodic rap', 'rap']"
314274,2018-10-27,88,Rerun,Quavo Featuring Travis Scott,,88,1,genre not found
314279,2018-10-27,93,Huncho Dreams,Quavo,,93,1,"['dfw rap', 'melodic rap', 'rap']"
314295,2018-11-03,9,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,,9,1,"['8-bit', 'scorecore']"
314351,2018-11-03,65,When The Party's Over,Billie Eilish,,65,1,"['electropop', 'pop']"
314358,2018-11-03,72,Jet Lag,Future & Juice WRLD Featuring Young Scooter,,72,1,genre not found
314368,2018-11-03,82,Astronauts,Future & Juice WRLD,,82,1,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
314369,2018-11-03,83,Saturday Nights,Khalid & Kane Brown,,83,1,"['contemporary country', 'country road']"
314374,2018-11-03,88,Suncity,Khalid Featuring Empress Of,,88,1,genre not found
314377,2018-11-03,91,Yacht Club,Lil Yachty Featuring Juice WRLD,,91,1,genre not found
314378,2018-11-03,92,Make It Back,Juice WRLD,,92,1,"['chicago rap', 'melodic rap']"
314379,2018-11-03,93,Kiss And Make Up,Dua Lipa & BLACKPINK,,93,1,"['dance pop', 'pop', 'uk pop']"
314384,2018-11-03,98,Get Dripped,Lil Yachty Featuring Playboi Carti,,98,1,genre not found
314386,2018-11-03,100,Burning Man,Dierks Bentley Featuring Brothers Osborne,,100,1,genre not found
314414,2018-11-10,28,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,,28,1,genre not found
314440,2018-11-10,54,Last Memory,TakeOff,,54,1,['background music']
314466,2018-11-10,80,Topanga,Trippie Redd,,80,1,"['emo rap', 'miami hip hop']"
314469,2018-11-10,83,Dip,Tyga & Nicki Minaj,,83,1,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
314475,2018-11-10,89,Waste It On Me,Steve Aoki Featuring BTS,,89,1,genre not found
314476,2018-11-10,90,A Million Dreams,P!nk,,90,1,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']"
314487,2018-11-17,1,"Thank U, Next",Ariana Grande,,1,1,"['dance pop', 'pop', 'post-teen pop']"
314524,2018-11-17,38,Don't Come Out The House,Metro Boomin Featuring 21 Savage,,38,1,genre not found
314528,2018-11-17,42,10 Freaky Girls,Metro Boomin Featuring 21 Savage,,42,1,genre not found
314537,2018-11-17,51,Space Cadet,Metro Boomin Featuring Gunna,,51,1,genre not found
314548,2018-11-17,62,Overdue,Metro Boomin Featuring Travis Scott,,62,1,genre not found
314558,2018-11-17,72,Dreamcatcher,Metro Boomin Featuring Swae Lee & Travis Scott,,72,1,genre not found
314572,2018-11-17,86,Ella Quiere Beber,Anuel AA & Romeo Santos,,86,1,genre not found
314583,2018-11-17,97,Consequences,Camila Cabello,,97,1,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
314585,2018-11-17,99,Casper,TakeOff,,99,1,['background music']
314586,2018-11-17,100,Up To Something,Metro Boomin Featuring Travis Scott & Young Thug,,100,1,genre not found
314602,2018-11-24,16,BAD!,XXXTENTACION,,16,1,"['emo rap', 'miami hip hop']"
